,id,fecha,hora,cliente,P1,P2,PR,calidad,NI,source
22829,111,2018-03-25,0 days 16:36:52.000000000,158,0.0,0.0,220.0,1,-495.0,E
22830,0,2018-03-25,0 days 16:37:52.000000000,158,0.0,0.0,220.0,1,-495.0,R
22831,111,2018-03-25,0 days 16:38:52.000000000,158,0.0,0.0,221.0,1,-495.0,E
22832,0,2018-03-25,0 days 16:39:52.000000000,158,0.0,0.0,220.0,1,-495.0,R
22833,111,2018-03-25,0 days 16:40:52.000000000,158,0.0,0.0,221.0,1,-495.0,E
22834,0,2018-03-25,0 days 16:41:52.000000000,158,0.0,0.0,229.0,1,-495.0,R
22835,111,2018-03-25,0 days 16:42:52.000000000,158,0.0,0.0,222.0,1,-495.0,E
22836,111,2018-03-25,0 days 16:43:52.000000000,158,0.0,0.0,221.0,1,-495.0,E
22837,111,2018-03-25,0 days 16:44:52.000000000,158,0.0,0.0,222.0,1,-495.0,E
22838,0,2018-03-25,0 days 16:45:52.000000000,158,0.0,0.0,223.0,1,-495.0,R
22839,111,2018-03-25,0 days 16:46:52.000000000,158,0.0,0.0,223.0,1,-495.0,E
22840,111,2018-03-25,0 days 16:47:52.000000000,158,0.0,0.0,224.0,1,-495.0,E
22841,111,2018-03-25,0 days 16:48:52.000000000,158,0.0,0.0,223.0,1,-495.0,E
22842,111,2018-03-25,0 days 16:49:52.000000000,158,0.0,0.0,224.0,1,-495.0,E
22843,0,2018-03-25,0 days 16:50:52.000000000,158,0.0,0.0,230.0,1,-495.0,R
22844,111,2018-03-25,0 days 16:51:52.000000000,158,0.0,0.0,223.0,1,-495.0,E
22845,111,2018-03-25,0 days 16:52:52.000000000,158,0.0,0.0,224.0,1,-495.0,E
22846,0,2018-03-25,0 days 16:53:52.000000000,158,0.0,0.0,223.0,1,-495.0,R
22847,0,2018-03-25,0 days 16:54:52.000000000,158,0.0,0.0,223.0,1,-495.0,R
22848,111,2018-03-25,0 days 16:55:52.000000000,158,0.0,0.0,224.0,1,-495.0,E
22849,111,2018-03-25,0 days 16:56:52.000000000,158,0.0,0.0,224.0,1,-495.0,E
22850,111,2018-03-25,0 days 16:57:52.000000000,158,0.0,0.0,224.0,1,-495.0,E
22851,111,2018-03-25,0 days 16:58:52.000000000,158,0.0,0.0,224.0,1,-495.0,E
22852,111,2018-03-25,0 days 16:59:52.000000000,158,0.0,0.0,224.0,1,-495.0,E
22853,111,2018-03-25,0 days 17:00:52.000000000,158,0.0,0.0,224.0,1,-495.0,E
22854,111,2018-03-25,0 days 17:01:52.000000000,158,0.0,0.0,225.0,1,-495.0,E
22855,111,2018-03-25,0 days 17:02:52.000000000,158,0.0,0.0,225.0,1502,-495.0,E
22856,111,2018-03-25,0 days 17:03:52.000000000,158,0.0,0.0,225.0,1502,-495.0,E
22857,111,2018-03-25,0 days 17:04:52.000000000,158,0.0,0.0,225.0,1502,-495.0,E
22858,111,2018-03-25,0 days 17:05:52.000000000,158,0.0,0.0,225.0,1502,-495.0,E
22859,111,2018-03-25,0 days 17:06:52.000000000,158,0.0,0.0,225.0,1502,-495.0,E
22860,111,2018-03-25,0 days 17:07:52.000000000,158,0.0,0.0,225.0,1502,-495.0,E
22861,0,2018-03-25,0 days 17:08:52.000000000,158,0.0,0.0,226.0,1502,-495.0,R
22862,111,2018-03-25,0 days 17:09:52.000000000,158,0.0,0.0,225.0,1502,-495.0,E
22863,111,2018-03-25,0 days 17:10:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22864,111,2018-03-25,0 days 17:11:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22865,111,2018-03-25,0 days 17:12:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22866,111,2018-03-25,0 days 17:13:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22867,111,2018-03-25,0 days 17:14:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22868,111,2018-03-25,0 days 17:15:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22869,0,2018-03-25,0 days 17:16:52.000000000,158,0.0,0.0,226.0,1502,-495.0,R
22870,0,2018-03-25,0 days 17:17:52.000000000,158,0.0,0.0,226.0,1502,-495.0,R
22871,111,2018-03-25,0 days 17:18:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22872,111,2018-03-25,0 days 17:19:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22873,111,2018-03-25,0 days 17:20:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22874,111,2018-03-25,0 days 17:21:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22875,0,2018-03-25,0 days 17:22:52.000000000,158,0.0,0.0,226.0,1502,-495.0,R
22876,111,2018-03-25,0 days 17:23:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22877,111,2018-03-25,0 days 17:24:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22878,111,2018-03-25,0 days 17:25:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22879,111,2018-03-25,0 days 17:26:52.000000000,158,0.0,0.0,227.0,1502,-495.0,E
22880,111,2018-03-25,0 days 17:27:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22881,111,2018-03-25,0 days 17:28:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
22882,111,2018-03-25,0 days 17:29:52.000000000,158,0.0,0.0,226.0,1502,-495.0,E
